TRANS_ID,PROD_KEY,STORE_KEY,TRANS_DT,TRANS_TIME,SALES_QTY,SALES_PRICE,SALES_AMT,DISCOUNT,SALES_COST,SALES_MGRN,SHIP_COST
337,90,29,2020-04-01,17,2,2.34,4.68,0.05,4.21,0.47,2.41
338,80,29,2020-02-04,18,2,17.32,34.64,0.04,31.18,3.46,3.45
339,79,33,2020-01-04,16,2,13.99,27.98,0.03,25.18,2.8,4.44
340,25,38,2020-01-31,10,8,19.73,157.84,0.08,142.06,15.78,3.85
341,32,21,2020-03-22,16,1,18.7,18.7,0.18,16.83,1.87,2.46
342,84,13,2020-03-02,6,4,5.49,21.96,0.02,19.76,2.2,1.32
343,5,15,2020-02-14,14,3,2.92,8.76,0.19,7.88,0.88,4.46
344,48,6,2020-03-16,6,5,9.94,49.7,0.2,44.73,4.97,0.74
345,92,20,2020-01-13,0,10,6.17,61.7,0.01,55.53,6.17,1.94
346,84,21,2020-03-06,11,5,15.23,76.15,0.08,68.54,7.61,0.78
347,32,45,2020-02-16,4,8,19.67,157.36,0.13,141.62,15.74,0.62
348,89,25,2020-02-29,2,6,9.01,54.06,0.17,48.65,5.41,2.27
349,31,3,2020-03-17,22,8,5.56,44.48,0.03,40.03,4.45,1.36
350,47,29,2020-04-02,21,8,7.2,57.6,0.12,51.84,5.76,0.88
351,40,46,2020-02-07,18,9,14.81,133.29,0.05,119.96,13.33,0.76
352,16,7,2020-03-20,16,4,9.34,37.36,0.03,33.62,3.74,1.77
353,46,31,2020-03-13,4,8,3.01,24.08,0.17,21.67,2.41,0.89
354,22,11,2020-01-04,0,1,5.89,5.89,0.14,5.3,0.59,0.99
355,21,32,2020-01-17,0,10,9.55,95.5,0.1,85.95,9.55,2.55
356,83,49,2020-03-25,12,5,19.31,96.55,0.0,86.89,9.66,3.86
357,96,45,2020-01-21,13,10,14.63,146.3,0.11,131.67,14.63,4.25
358,82,21,2020-03-28,10,9,9.51,85.59,0.1,77.03,8.56,1.03
359,24,22,2020-01-17,8,3,15.58,46.74,0.15,42.07,4.67,2.9
360,19,16,2020-03-23,21,2,1.06,2.12,0.07,1.91,0.21,4.3
361,100,44,2020-03-04,0,2,5.92,11.84,0.08,10.66,1.18,4.28
362,46,26,2020-03-20,1,3,12.54,37.62,0.12,33.86,3.76,0.75
363,23,30,2020-01-25,22,3,15.62,46.86,0.17,42.17,4.69,3.76
364,67,14,2020-03-22,15,5,7.51,37.55,0.04,33.8,3.75,1.31
365,79,36,2020-02-27,19,7,18.47,129.29,0.01,116.36,12.93,1.78
366,88,40,2020-02-17,18,8,4.69,37.52,0.14,33.77,3.75,1.64
367,88,15,2020-03-25,16,10,13.95,139.5,0.16,125.55,13.95,3.57
368,20,24,2020-02-10,1,7,4.09,28.63,0.17,25.77,2.86,1.55
369,69,22,2020-01-27,7,10,1.73,17.3,0.04,15.57,1.73,2.89
370,61,37,2020-03-20,15,7,15.59,109.13,0.17,98.22,10.91,2.64
371,100,23,2020-01-11,4,4,4.64,18.56,0.19,16.7,1.86,0.64
372,21,6,2020-02-17,12,3,2.11,6.33,0.05,5.7,0.63,3.11
373,96,19,2020-02-23,6,6,1.76,10.56,0.18,9.5,1.06,2.27
374,100,16,2020-03-12,12,6,14.89,89.34,0.07,80.41,8.93,0.85
375,59,37,2020-03-01,4,1,1.35,1.35,0.17,1.22,0.13,2.99
376,90,21,2020-02-29,16,10,17.9,179.0,0.12,161.1,17.9,4.23
377,1,3,2020-01-02,22,4,19.31,77.24,0.01,69.52,7.72,4.88
378,20,1,2020-03-30,11,9,13.11,117.99,0.13,106.19,11.8,0.6
379,28,39,2020-03-16,18,8,7.85,62.8,0.09,56.52,6.28,1.13
380,76,49,2020-03-30,17,7,11.41,79.87,0.1,71.88,7.99,0.56
381,25,24,2020-01-03,2,2,18.35,36.7,0.0,33.03,3.67,0.56
382,96,46,2020-01-12,3,8,19.66,157.28,0.1,141.55,15.73,4.6
383,73,3,2020-02-22,11,2,17.78,35.56,0.04,32.0,3.56,1.36
384,2,15,2020-03-01,7,2,18.64,37.28,0.2,33.55,3.73,4.13
385,31,46,2020-02-01,11,2,10.92,21.84,0.01,19.66,2.18,4.38
386,68,26,2020-03-13,19,2,8.69,17.38,0.07,15.64,1.74,3.92
387,27,18,2020-01-07,22,8,5.04,40.32,0.18,36.29,4.03,1.31
388,39,45,2020-03-29,8,6,7.27,43.62,0.02,39.26,4.36,2.38
389,43,29,2020-02-22,5,7,15.74,110.18,0.03,99.16,11.02,3.16
390,43,34,2020-02-08,23,4,7.2,28.8,0.04,25.92,2.88,1.26
391,1,41,2020-01-13,22,10,2.07,20.7,0.06,18.63,2.07,3.25
392,1,30,2020-04-05,13,7,17.53,122.71,0.15,110.44,12.27,3.84
393,60,44,2020-01-17,17,1,7.35,7.35,0.01,6.62,0.73,2.6
394,88,44,2020-01-16,19,9,6.64,59.76,0.01,53.78,5.98,2.32
395,45,3,2020-01-14,11,8,3.1,24.8,0.04,22.32,2.48,1.8
396,97,23,2020-03-10,21,5,3.45,17.25,0.18,15.53,1.72,1.35
397,37,10,2020-04-04,11,7,4.52,31.64,0.09,28.48,3.16,4.52
398,20,17,2020-02-09,17,8,5.08,40.64,0.03,36.58,4.06,3.33
399,92,46,2020-01-04,18,2,18.06,36.12,0.11,32.51,3.61,4.53
400,90,26,2020-02-15,8,7,11.53,80.71,0.11,72.64,8.07,1.74
401,67,19,2020-01-22,14,4,15.52,62.08,0.05,55.87,6.21,1.64
402,52,38,2020-03-01,22,8,4.06,32.48,0.12,29.23,3.25,2.01
403,67,41,2020-01-02,2,8,15.16,121.28,0.1,109.15,12.13,1.33
404,29,14,2020-02-09,14,6,8.04,48.24,0.04,43.42,4.82,4.07
405,83,33,2020-03-09,23,2,4.88,9.76,0.05,8.78,0.98,4.38
406,90,37,2020-03-15,23,1,3.09,3.09,0.12,2.78,0.31,4.72
407,39,49,2020-04-01,22,6,10.99,65.94,0.02,59.35,6.59,4.22
408,50,38,2020-03-15,20,7,16.53,115.71,0.03,104.14,11.57,1.43
409,99,5,2020-02-09,7,2,4.75,9.5,0.19,8.55,0.95,3.2
410,5,35,2020-01-21,21,3,1.09,3.27,0.09,2.94,0.33,1.23
411,27,39,2020-01-06,20,3,12.94,38.82,0.19,34.94,3.88,4.44
412,31,43,2020-01-25,22,8,6.37,50.96,0.03,45.86,5.1,1.13
413,22,14,2020-01-23,19,8,19.51,156.08,0.02,140.47,15.61,1.54
414,100,24,2020-02-03,3,10,19.45,194.5,0.13,175.05,19.45,4.73
415,25,22,2020-04-09,23,6,7.13,42.78,0.15,38.5,4.28,3.51
416,37,13,2020-02-16,19,9,14.43,129.87,0.17,116.88,12.99,1.0
417,38,9,2020-03-30,4,10,1.2,12.0,0.0,10.8,1.2,3.66
418,21,20,2020-01-20,11,1,19.92,19.92,0.04,17.93,1.99,2.9
419,84,41,2020-01-07,8,2,3.95,7.9,0.18,7.11,0.79,2.77
420,90,34,2020-04-04,21,4,13.85,55.4,0.2,49.86,5.54,1.71
421,16,8,2020-02-23,13,8,3.78,30.24,0.01,27.22,3.02,3.09
422,99,46,2020-02-13,17,9,4.79,43.11,0.16,38.8,4.31,4.75
423,43,19,2020-02-15,22,6,2.22,13.32,0.05,11.99,1.33,3.78
424,66,49,2020-02-29,23,2,5.57,11.14,0.06,10.03,1.11,0.99
425,84,22,2020-02-21,5,9,15.22,136.98,0.04,123.28,13.7,3.61
426,86,27,2020-01-05,17,8,15.21,121.68,0.11,109.51,12.17,1.44
427,11,31,2020-02-25,20,2,5.1,10.2,0.17,9.18,1.02,3.97
428,99,40,2020-02-22,3,2,2.75,5.5,0.03,4.95,0.55,4.66
429,30,31,2020-02-20,1,1,13.01,13.01,0.11,11.71,1.3,3.45
430,68,11,2020-03-22,5,8,14.59,116.72,0.08,105.05,11.67,3.65
431,95,18,2020-02-21,9,9,14.72,132.48,0.12,119.23,13.25,4.81
432,77,16,2020-04-02,15,2,13.93,27.86,0.01,25.07,2.79,2.92
433,39,40,2020-02-16,21,10,7.34,73.4,0.07,66.06,7.34,2.31
434,2,12,2020-01-04,8,2,1.53,3.06,0.05,2.75,0.31,0.73
435,93,9,2020-02-15,18,4,12.81,51.24,0.04,46.12,5.12,3.55
436,49,20,2020-02-23,5,8,5.05,40.4,0.2,36.36,4.04,3.29
437,62,2,2020-02-16,22,7,11.76,82.32,0.13,74.09,8.23,1.93
438,95,44,2020-03-05,5,3,3.32,9.96,0.02,8.96,1.0,3.82
439,26,12,2020-03-27,18,3,15.25,45.75,0.2,41.18,4.57,2.41
440,53,25,2020-02-23,3,6,4.54,27.24,0.17,24.52,2.72,0.77
441,6,9,2020-03-27,22,6,8.51,51.06,0.01,45.95,5.11,2.89
442,17,50,2020-03-28,6,8,6.53,52.24,0.15,47.02,5.22,4.45
443,37,10,2020-02-11,6,2,14.81,29.62,0.19,26.66,2.96,1.33
444,94,32,2020-02-09,7,9,6.02,54.18,0.12,48.76,5.42,2.7
445,94,5,2020-02-03,13,4,5.95,23.8,0.03,21.42,2.38,4.96
446,73,20,2020-03-03,7,6,1.66,9.96,0.05,8.96,1.0,2.2
447,1,4,2020-03-18,8,7,19.4,135.8,0.11,122.22,13.58,3.4
448,17,29,2020-01-15,1,6,3.53,21.18,0.11,19.06,2.12,3.85
449,54,22,2020-01-25,23,1,4.08,4.08,0.06,3.67,0.41,3.49
450,60,11,2020-02-22,5,7,15.46,108.22,0.01,97.4,10.82,3.77
451,9,30,2020-01-05,8,9,12.8,115.2,0.12,103.68,11.52,3.96
452,1,31,2020-02-18,15,9,8.14,73.26,0.14,65.93,7.33,3.36
453,69,8,2020-02-28,23,6,8.42,50.52,0.18,45.47,5.05,1.85
454,72,39,2020-03-30,4,1,8.42,8.42,0.13,7.58,0.84,3.83
455,38,36,2020-01-30,21,5,9.71,48.55,0.2,43.7,4.85,3.76
456,99,16,2020-01-10,4,3,2.41,7.23,0.07,6.51,0.72,2.79
457,35,4,2020-01-03,0,5,15.29,76.45,0.16,68.81,7.64,0.87
458,41,10,2020-02-13,1,9,18.93,170.37,0.17,153.33,17.04,4.28
459,95,40,2020-02-18,5,4,7.71,30.84,0.15,27.76,3.08,1.15
460,36,46,2020-01-16,18,8,16.75,134.0,0.0,120.6,13.4,4.14
461,72,27,2020-01-25,19,8,16.49,131.92,0.16,118.73,13.19,2.06
462,66,28,2020-03-17,9,2,9.52,19.04,0.14,17.14,1.9,3.63
463,4,35,2020-02-12,16,7,1.72,12.04,0.13,10.84,1.2,3.32
464,28,45,2020-02-15,13,9,14.04,126.36,0.04,113.72,12.64,1.02
465,41,29,2020-02-07,0,1,14.2,14.2,0.18,12.78,1.42,2.48
466,53,7,2020-03-30,9,5,1.42,7.1,0.0,6.39,0.71,1.7
467,18,11,2020-02-08,20,2,8.61,17.22,0.04,15.5,1.72,2.36
468,34,11,2020-01-04,20,2,13.46,26.92,0.01,24.23,2.69,0.99
469,26,36,2020-02-13,3,10,14.54,145.4,0.11,130.86,14.54,1.41
470,92,47,2020-02-11,5,1,9.57,9.57,0.07,8.61,0.96,3.36
471,31,21,2020-01-19,4,2,9.23,18.46,0.19,16.61,1.85,3.6
472,43,41,2020-02-08,7,7,13.3,93.1,0.03,83.79,9.31,2.21
473,56,40,2020-02-18,0,1,5.14,5.14,0.08,4.63,0.51,1.27
474,67,44,2020-01-16,1,9,4.86,43.74,0.1,39.37,4.37,4.87
475,47,49,2020-04-03,15,1,11.22,11.22,0.19,10.1,1.12,3.75
476,52,35,2020-01-10,4,4,8.95,35.8,0.14,32.22,3.58,4.26
477,86,30,2020-02-17,6,10,9.99,99.9,0.0,89.91,9.99,3.31
478,22,15,2020-03-13,18,4,18.6,74.4,0.08,66.96,7.44,2.69
479,60,50,2020-01-01,12,2,1.47,2.94,0.03,2.65,0.29,4.36
480,32,20,2020-03-16,19,5,17.0,85.0,0.07,76.5,8.5,2.92
481,50,42,2020-03-16,6,10,1.73,17.3,0.08,15.57,1.73,4.24
482,86,35,2020-02-18,16,6,4.98,29.88,0.2,26.89,2.99,2.87
483,72,10,2020-01-01,14,2,12.71,25.42,0.13,22.88,2.54,3.49
484,29,15,2020-01-14,15,5,7.58,37.9,0.05,34.11,3.79,4.98
485,47,43,2020-02-13,1,7,5.12,35.84,0.08,32.26,3.58,2.58
486,32,24,2020-02-13,4,9,2.36,21.24,0.03,19.12,2.12,3.62
487,21,45,2020-01-06,3,5,11.21,56.05,0.14,50.45,5.6,4.34
488,62,20,2020-01-20,18,4,9.99,39.96,0.19,35.96,4.0,2.71
489,35,26,2020-02-01,12,3,9.9,29.7,0.17,26.73,2.97,2.64
490,51,2,2020-04-04,12,10,6.99,69.9,0.08,62.91,6.99,2.03
491,6,33,2020-02-24,11,6,9.31,55.86,0.13,50.27,5.59,2.33
492,77,9,2020-03-10,10,3,14.16,42.48,0.01,38.23,4.25,1.92
493,94,44,2020-04-06,11,10,9.13,91.3,0.16,82.17,9.13,4.35
494,20,13,2020-03-20,14,8,18.32,146.56,0.13,131.9,14.66,1.48
495,84,31,2020-04-07,11,3,3.08,9.24,0.16,8.32,0.92,2.41
496,2,1,2020-03-26,23,1,11.95,11.95,0.04,10.75,1.2,1.99
497,98,40,2020-03-04,18,6,8.28,49.68,0.03,44.71,4.97,2.09
498,97,44,2020-02-24,22,7,19.12,133.84,0.12,120.46,13.38,4.25
499,94,20,2020-01-29,12,8,14.77,118.16,0.04,106.34,11.82,4.21
500,94,37,2020-03-16,16,6,6.78,40.68,0.18,36.61,4.07,1.06
501,5,14,2020-02-28,22,5,18.9,94.5,0.12,85.05,9.45,4.72
502,36,37,2020-01-31,16,6,16.04,96.24,0.02,86.62,9.62,4.0
503,100,42,2020-03-08,3,6,15.27,91.62,0.07,82.46,9.16,0.88
504,22,4,2020-02-15,19,2,6.96,13.92,0.08,12.53,1.39,4.25
505,82,30,2020-04-02,7,7,15.79,110.53,0.04,99.48,11.05,3.21
506,95,15,2020-01-28,5,9,7.76,69.84,0.13,62.86,6.98,2.11
507,37,10,2020-01-24,19,1,5.28,5.28,0.18,4.75,0.53,3.75
508,77,3,2020-01-10,2,1,8.07,8.07,0.05,7.26,0.81,4.1
509,51,31,2020-02-24,10,2,4.95,9.9,0.12,8.91,0.99,1.02
510,61,17,2020-02-16,8,8,14.44,115.52,0.13,103.97,11.55,2.42
511,91,15,2020-02-02,10,1,12.24,12.24,0.14,11.02,1.22,1.91
512,6,14,2020-03-25,22,6,16.42,98.52,0.12,88.67,9.85,1.81
513,15,4,2020-02-14,19,8,15.84,126.72,0.16,114.05,12.67,3.23
514,19,13,2020-01-03,8,3,13.54,40.62,0.19,36.56,4.06,2.08
515,91,12,2020-01-11,5,8,10.2,81.6,0.16,73.44,8.16,2.43
516,81,37,2020-02-13,12,7,19.85,138.95,0.13,125.05,13.9,4.4
517,84,19,2020-02-25,7,9,1.39,12.51,0.11,11.26,1.25,3.42
518,23,37,2020-01-18,12,1,14.87,14.87,0.18,13.38,1.49,2.98
519,21,33,2020-03-30,5,8,10.58,84.64,0.14,76.18,8.46,0.96
520,28,7,2020-02-08,23,9,17.44,156.96,0.17,141.26,15.7,4.73
521,74,9,2020-02-02,4,4,5.43,21.72,0.03,19.55,2.17,1.48
522,33,31,2020-03-29,18,3,16.82,50.46,0.14,45.41,5.05,3.77
523,67,50,2020-03-18,2,5,2.36,11.8,0.07,10.62,1.18,2.48
524,100,19,2020-02-24,6,4,9.82,39.28,0.04,35.35,3.93,1.73
525,37,37,2020-02-27,21,1,9.75,9.75,0.09,8.78,0.97,2.53
526,53,44,2020-04-06,16,9,13.85,124.65,0.1,112.19,12.46,4.25
527,31,50,2020-02-13,3,10,15.83,158.3,0.02,142.47,15.83,1.55
528,36,1,2020-01-18,11,9,11.32,101.88,0.0,91.69,10.19,1.91
529,10,19,2020-02-12,21,5,2.94,14.7,0.09,13.23,1.47,3.28
530,45,41,2020-04-03,1,3,16.03,48.09,0.04,43.28,4.81,2.78
531,55,49,2020-01-21,11,6,1.67,10.02,0.03,9.02,1.0,2.76
532,55,48,2020-01-19,20,3,2.18,6.54,0.03,5.89,0.65,3.62
533,24,25,2020-02-21,15,3,14.64,43.92,0.16,39.53,4.39,4.88
534,48,34,2020-02-03,21,1,15.77,15.77,0.2,14.19,1.58,3.25
535,38,14,2020-03-12,18,8,15.03,120.24,0.16,108.22,12.02,3.56
536,42,26,2020-01-14,9,9,2.98,26.82,0.19,24.14,2.68,0.53
537,84,12,2020-01-02,14,1,19.44,19.44,0.19,17.5,1.94,1.51
538,1,17,2020-01-24,17,2,1.34,2.68,0.18,2.41,0.27,0.94
539,76,24,2020-01-15,19,3,9.2,27.6,0.11,24.84,2.76,1.33
540,86,14,2020-03-21,6,8,3.72,29.76,0.05,26.78,2.98,1.59
541,63,49,2020-01-23,5,1,13.01,13.01,0.04,11.71,1.3,2.9
542,76,21,2020-03-14,0,1,11.0,11.0,0.11,9.9,1.1,3.66
543,9,50,2020-01-18,5,2,16.87,33.74,0.02,30.37,3.37,2.05
544,58,5,2020-03-16,3,3,9.23,27.69,0.13,24.92,2.77,2.16
545,71,50,2020-03-25,16,6,16.91,101.46,0.13,91.31,10.15,4.88
546,91,28,2020-02-19,15,6,3.91,23.46,0.09,21.11,2.35,1.08
547,49,29,2020-01-15,2,8,12.61,100.88,0.18,90.79,10.09,2.11
548,49,5,2020-02-09,10,5,5.58,27.9,0.02,25.11,2.79,3.9
549,73,8,2020-01-31,6,3,10.15,30.45,0.06,27.41,3.04,3.45
550,42,20,2020-02-19,12,7,11.3,79.1,0.01,71.19,7.91,3.16
551,69,36,2020-01-11,19,6,3.33,19.98,0.14,17.98,2.0,3.7
552,48,16,2020-01-18,19,8,7.65,61.2,0.11,55.08,6.12,4.99
553,22,20,2020-02-16,3,3,1.55,4.65,0.08,4.19,0.46,4.31
554,64,6,2020-02-18,19,9,4.58,41.22,0.12,37.1,4.12,0.6
555,51,23,2020-01-13,0,8,10.72,85.76,0.04,77.18,8.58,1.32
556,35,8,2020-03-05,2,7,10.64,74.48,0.07,67.03,7.45,3.86
557,68,12,2020-02-26,17,3,8.64,25.92,0.1,23.33,2.59,0.71
558,86,31,2020-03-04,13,10,9.54,95.4,0.02,85.86,9.54,1.43
559,88,5,2020-03-21,1,7,6.28,43.96,0.1,39.56,4.4,4.85
560,39,18,2020-02-02,15,10,16.41,164.1,0.09,147.69,16.41,1.24
561,13,50,2020-02-02,4,7,6.05,42.35,0.02,38.12,4.23,1.4
562,27,15,2020-02-22,3,5,11.77,58.85,0.14,52.97,5.88,2.25
563,22,49,2020-03-08,14,4,4.03,16.12,0.05,14.51,1.61,4.19
564,83,17,2020-03-08,13,6,12.93,77.58,0.16,69.82,7.76,1.23
565,85,8,2020-01-30,2,9,15.36,138.24,0.12,124.42,13.82,4.27
566,4,23,2020-02-29,14,10,2.8,28.0,0.07,25.2,2.8,0.72
567,38,47,2020-03-12,7,6,10.96,65.76,0.14,59.18,6.58,0.65
568,9,47,2020-01-08,5,8,10.18,81.44,0.08,73.3,8.14,3.92
569,84,3,2020-01-31,14,1,9.92,9.92,0.11,8.93,0.99,4.32
570,13,50,2020-02-16,20,6,17.02,102.12,0.14,91.91,10.21,2.77
571,64,4,2020-03-17,22,6,1.63,9.78,0.15,8.8,0.98,4.91
572,48,11,2020-01-14,17,3,16.57,49.71,0.07,44.74,4.97,2.35
573,26,19,2020-02-19,9,10,6.51,65.1,0.12,58.59,6.51,4.37
574,91,13,2020-01-22,12,2,4.63,9.26,0.11,8.33,0.93,4.59
575,64,32,2020-01-09,5,2,10.12,20.24,0.12,18.22,2.02,4.66
576,24,38,2020-01-28,15,1,1.85,1.85,0.07,1.67,0.18,3.25
577,73,22,2020-02-29,7,9,8.02,72.18,0.14,64.96,7.22,4.91
578,59,10,2020-04-06,2,9,15.41,138.69,0.02,124.82,13.87,4.64
579,95,50,2020-03-22,11,4,10.05,40.2,0.16,36.18,4.02,3.01
580,3,24,2020-03-29,13,1,5.45,5.45,0.09,4.91,0.54,4.35
581,21,14,2020-02-21,21,3,6.17,18.51,0.18,16.66,1.85,3.37
582,99,8,2020-03-22,4,4,18.89,75.56,0.18,68.0,7.56,2.33
583,97,9,2020-03-08,23,4,10.99,43.96,0.11,39.56,4.4,2.48
584,12,35,2020-01-13,7,7,8.81,61.67,0.18,55.5,6.17,4.96
585,84,24,2020-04-06,15,2,8.3,16.6,0.05,14.94,1.66,3.47
586,94,26,2020-02-01,23,6,10.99,65.94,0.16,59.35,6.59,4.32
587,22,4,2020-03-16,23,2,3.44,6.88,0.18,6.19,0.69,1.83
588,20,20,2020-01-08,7,6,11.8,70.8,0.09,63.72,7.08,3.03
589,83,36,2020-01-08,5,2,10.53,21.06,0.09,18.95,2.11,1.32
590,74,41,2020-02-07,10,3,17.24,51.72,0.14,46.55,5.17,0.8
591,17,49,2020-02-03,7,5,9.94,49.7,0.1,44.73,4.97,0.55
592,77,31,2020-01-23,0,1,13.14,13.14,0.05,11.83,1.31,2.69
593,4,12,2020-03-02,3,7,2.97,20.79,0.07,18.71,2.08,3.97
594,14,40,2020-02-16,14,4,18.65,74.6,0.19,67.14,7.46,2.7
595,70,28,2020-03-05,4,5,17.57,87.85,0.14,79.06,8.79,1.36
596,26,22,2020-01-11,18,4,10.97,43.88,0.16,39.49,4.39,1.95
597,47,4,2020-02-29,18,8,17.54,140.32,0.18,126.29,14.03,1.49
598,96,7,2020-03-17,8,2,10.25,20.5,0.12,18.45,2.05,4.44
599,48,34,2020-01-04,3,2,4.07,8.14,0.05,7.33,0.81,2.31
600,51,14,2020-03-04,16,5,15.72,78.6,0.12,70.74,7.86,3.64
601,68,18,2020-01-18,1,8,18.08,144.64,0.02,130.18,14.46,3.93
602,31,46,2020-02-05,14,6,3.37,20.22,0.07,18.2,2.02,0.95
603,81,50,2020-03-07,23,9,10.42,93.78,0.05,84.4,9.38,1.17
604,30,5,2020-02-03,23,6,12.3,73.8,0.0,66.42,7.38,2.02
605,29,48,2020-01-15,18,1,11.92,11.92,0.06,10.73,1.19,4.32
606,96,41,2020-03-11,4,10,19.45,194.5,0.05,175.05,19.45,2.8
607,39,13,2020-01-31,6,2,9.79,19.58,0.09,17.62,1.96,1.78
608,85,46,2020-04-06,12,6,17.24,103.44,0.07,93.1,10.34,3.24
609,19,29,2020-03-27,22,5,8.89,44.45,0.05,40.01,4.44,1.17
610,85,39,2020-01-24,11,7,1.8,12.6,0.11,11.34,1.26,2.67
611,86,22,2020-01-22,21,2,7.27,14.54,0.08,13.09,1.45,3.81
612,74,7,2020-02-02,12,1,12.81,12.81,0.16,11.53,1.28,3.97
613,99,1,2020-04-05,5,5,10.92,54.6,0.16,49.14,5.46,2.83
614,11,16,2020-02-25,23,7,7.02,49.14,0.1,44.23,4.91,3.61
615,19,16,2020-02-25,2,5,11.32,56.6,0.05,50.94,5.66,3.05
616,72,42,2020-03-16,1,2,14.02,28.04,0.09,25.24,2.8,3.15
617,2,30,2020-01-31,12,5,11.09,55.45,0.19,49.91,5.54,1.35
618,41,3,2020-03-27,23,2,10.31,20.62,0.17,18.56,2.06,4.24
619,14,33,2020-01-23,22,2,13.73,27.46,0.05,24.71,2.75,1.59
620,36,5,2020-01-31,18,10,17.82,178.2,0.02,160.38,17.82,4.83
621,50,47,2020-03-15,16,9,2.24,20.16,0.15,18.14,2.02,1.67
622,19,22,2020-03-10,0,1,5.5,5.5,0.04,4.95,0.55,4.48
623,38,49,2020-03-16,5,5,13.63,68.15,0.12,61.34,6.81,4.5
624,45,14,2020-03-22,8,7,18.94,132.58,0.09,119.32,13.26,2.92
625,66,41,2020-01-28,15,5,14.42,72.1,0.06,64.89,7.21,1.41
626,76,34,2020-04-08,12,10,14.63,146.3,0.13,131.67,14.63,4.58
627,34,31,2020-02-28,16,1,1.21,1.21,0.18,1.09,0.12,2.95
628,28,34,2020-01-15,14,3,17.62,52.86,0.05,47.57,5.29,3.75
629,23,3,2020-03-17,5,3,11.45,34.35,0.09,30.92,3.43,2.46
630,52,15,2020-03-21,17,8,15.97,127.76,0.12,114.98,12.78,1.78
631,36,26,2020-03-17,13,7,17.84,124.88,0.19,112.39,12.49,0.84
632,88,16,2020-01-10,11,8,7.31,58.48,0.09,52.63,5.85,1.79
633,9,38,2020-01-01,4,1,9.11,9.11,0.01,8.2,0.91,4.72
634,44,12,2020-02-29,3,1,1.06,1.06,0.04,0.95,0.11,3.31
635,28,33,2020-02-20,4,7,14.76,103.32,0.06,92.99,10.33,1.16
636,33,7,2020-02-06,1,3,13.53,40.59,0.06,36.53,4.06,4.06
637,78,44,2020-03-11,0,10,10.84,108.4,0.01,97.56,10.84,0.92
638,7,19,2020-03-21,8,2,5.89,11.78,0.02,10.6,1.18,2.94
639,17,19,2020-02-01,15,10,7.47,74.7,0.09,67.23,7.47,2.04
640,40,38,2020-02-29,11,1,16.54,16.54,0.14,14.89,1.65,3.71
641,32,24,2020-03-03,18,6,10.28,61.68,0.18,55.51,6.17,0.65
642,36,6,2020-02-01,1,3,1.0,3.0,0.04,2.7,0.3,0.72
643,64,16,2020-01-15,12,3,6.36,19.08,0.12,17.17,1.91,0.52
644,12,39,2020-04-06,8,9,2.44,21.96,0.17,19.76,2.2,3.04
645,78,13,2020-02-07,12,4,14.32,57.28,0.15,51.55,5.73,3.35
646,3,8,2020-03-13,21,10,3.37,33.7,0.06,30.33,3.37,2.39
647,22,35,2020-01-06,22,4,16.4,65.6,0.02,59.04,6.56,3.51
648,15,11,2020-01-13,5,4,13.52,54.08,0.1,48.67,5.41,4.55
649,92,4,2020-02-29,8,4,17.84,71.36,0.15,64.22,7.14,2.86
650,50,37,2020-03-05,13,8,10.43,83.44,0.15,75.1,8.34,0.54
651,30,29,2020-02-15,12,9,7.26,65.34,0.09,58.81,6.53,1.84
652,24,18,2020-01-15,20,8,10.5,84.0,0.18,75.6,8.4,4.92
653,48,18,2020-03-15,4,2,5.9,11.8,0.06,10.62,1.18,3.86
654,74,19,2020-01-02,18,5,12.73,63.65,0.06,57.28,6.37,2.26
655,19,10,2020-02-20,1,7,7.41,51.87,0.09,46.68,5.19,2.66
656,10,26,2020-03-11,4,1,12.73,12.73,0.02,11.46,1.27,3.08
657,36,42,2020-02-09,7,9,4.34,39.06,0.16,35.15,3.91,1.51
658,16,44,2020-03-09,22,2,13.64,27.28,0.03,24.55,2.73,1.97
659,58,43,2020-01-10,5,9,17.29,155.61,0.12,140.05,15.56,4.7
660,38,21,2020-03-02,22,2,12.18,24.36,0.06,21.92,2.44,4.82
661,22,14,2020-03-03,10,8,11.99,95.92,0.17,86.33,9.59,0.71
662,70,35,2020-01-25,12,9,5.57,50.13,0.18,45.12,5.01,0.7
663,14,34,2020-03-26,20,1,4.65,4.65,0.2,4.19,0.46,1.39
664,38,23,2020-04-02,21,9,5.55,49.95,0.03,44.96,4.99,4.83
665,82,17,2020-02-08,9,2,5.2,10.4,0.04,9.36,1.04,2.59
666,64,30,2020-03-29,9,1,4.08,4.08,0.09,3.67,0.41,2.83
667,32,4,2020-02-25,7,4,14.5,58.0,0.11,52.2,5.8,3.81
668,55,47,2020-01-13,15,8,16.93,135.44,0.11,121.9,13.54,0.98
669,87,49,2020-02-25,17,6,7.3,43.8,0.02,39.42,4.38,1.81
670,74,41,2020-03-13,21,5,12.71,63.55,0.19,57.2,6.35,4.33
671,8,32,2020-01-09,15,5,6.17,30.85,0.19,27.77,3.08,4.87
672,49,36,2020-02-11,10,10,3.22,32.2,0.13,28.98,3.22,2.59
673,39,45,2020-01-06,4,5,11.45,57.25,0.12,51.52,5.73,3.67
674,56,28,2020-02-02,18,8,8.64,69.12,0.17,62.21,6.91,3.63
675,33,22,2020-02-24,22,4,14.53,58.12,0.18,52.31,5.81,3.44
