CAL_DT,STORE_KEY,PROD_KEY,INVENTORY_ON_HAND_QTY,INVENTORY_ON_ORDER_QTY,OUT_OF_STOCK_FLG,WASTE_QTY,PROMOTION_FLG,NEXT_DELIVERY_DT
2020-03-07,44,48,97.79,4.16,0,6.53,False,2020-03-14
2020-03-07,2,50,49.23,94.2,0,3.96,True,2020-03-14
2020-01-31,2,32,94.42,93.83,0,0.56,False,2020-02-03
2020-03-19,48,33,80.36,51.29,0,3.94,True,2020-03-21
2020-02-02,45,4,92.98,37.85,1,9.21,False,2020-02-07
2020-03-20,5,92,45.25,45.51,1,0.27,False,2020-03-27
2020-04-06,11,13,6.32,65.97,0,9.92,True,2020-04-12
2020-03-19,31,91,21.29,14.61,0,3.78,True,2020-03-21
2020-04-03,45,39,4.24,16.13,1,2.9,True,2020-04-06
2020-03-23,33,21,83.82,27.08,1,0.61,False,2020-03-27
2020-01-27,43,1,88.65,31.89,1,6.73,False,2020-01-31
2020-01-06,25,48,89.28,81.84,0,8.83,False,2020-01-12
2020-02-01,20,83,58.49,49.24,0,5.19,False,2020-02-04
2020-01-15,38,26,10.84,81.7,0,2.19,True,2020-01-21
2020-02-02,10,53,9.78,39.15,0,8.46,True,2020-02-08
2020-02-20,43,94,47.1,50.73,1,1.83,True,2020-02-23
2020-02-20,15,45,18.16,23.37,1,3.69,True,2020-02-27
2020-01-10,50,14,33.62,91.69,1,0.76,True,2020-01-17
2020-03-09,44,80,19.31,92.88,1,5.98,True,2020-03-11
2020-02-25,11,62,88.94,8.1,1,6.0,True,2020-02-29
2020-01-22,16,90,5.95,26.98,0,6.87,False,2020-01-25
2020-02-22,27,31,91.7,51.23,0,2.3,True,2020-02-23
2020-02-25,11,69,13.62,10.69,1,6.65,True,2020-03-01
2020-01-12,21,45,63.7,13.52,0,0.81,False,2020-01-18
2020-03-20,13,38,25.86,93.93,1,5.23,False,2020-03-21
2020-03-07,18,60,63.19,22.77,1,1.79,False,2020-03-09
2020-02-14,13,81,94.55,67.71,1,1.09,True,2020-02-17
2020-02-14,37,79,80.32,31.73,1,7.47,True,2020-02-19
2020-02-28,48,18,84.22,85.11,0,5.03,True,2020-03-06
2020-02-22,44,12,99.04,12.65,1,9.74,True,2020-02-25
2020-02-18,6,55,26.36,98.01,0,5.06,False,2020-02-25
2020-02-10,20,33,3.32,5.19,1,7.03,True,2020-02-14
2020-02-13,42,52,55.08,58.84,0,3.7,False,2020-02-19
2020-01-19,11,73,86.44,1.02,0,9.6,False,2020-01-25
2020-02-19,44,22,68.36,79.96,0,5.89,False,2020-02-26
2020-02-11,36,30,70.21,53.44,1,1.82,True,2020-02-16
2020-03-09,2,79,86.07,15.15,0,8.72,True,2020-03-11
2020-01-17,46,78,88.9,79.69,0,2.49,True,2020-01-23
2020-01-24,48,52,95.33,14.38,1,3.66,True,2020-01-25
2020-02-17,34,48,64.29,55.02,1,2.35,False,2020-02-23
2020-03-16,3,13,18.0,81.64,1,3.72,True,2020-03-23
2020-03-20,33,40,69.19,72.44,0,4.95,False,2020-03-24
2020-02-10,23,62,24.3,44.44,1,0.22,True,2020-02-14
2020-01-17,1,56,54.92,78.2,1,5.19,False,2020-01-22
2020-03-04,4,72,37.03,82.31,1,5.81,True,2020-03-10
2020-02-20,40,13,79.77,57.16,1,3.11,True,2020-02-24
2020-03-18,43,37,16.47,99.94,0,5.04,False,2020-03-24
2020-03-01,40,68,21.88,39.92,0,4.1,False,2020-03-04
2020-01-06,20,73,83.76,51.98,0,8.71,True,2020-01-10
2020-01-04,28,10,88.14,74.48,0,1.58,False,2020-01-11
2020-03-18,49,37,62.12,26.47,1,6.63,False,2020-03-25
2020-03-12,7,63,2.96,48.35,0,9.7,False,2020-03-16
2020-01-27,13,77,39.16,80.41,1,8.65,True,2020-02-01
2020-04-01,34,46,37.17,64.83,0,5.31,False,2020-04-03
2020-01-30,46,5,69.2,34.37,1,8.1,False,2020-02-05
2020-02-22,50,100,39.31,69.5,0,6.79,True,2020-02-26
2020-02-25,7,65,27.13,58.52,1,3.93,False,2020-02-27
2020-01-25,4,32,39.42,60.41,0,1.61,True,2020-02-01
2020-03-16,30,1,16.4,79.75,1,3.01,False,2020-03-23
2020-01-24,27,33,3.14,22.52,0,4.66,False,2020-01-25
2020-02-23,6,74,34.32,9.15,1,8.1,False,2020-02-28
2020-03-17,36,5,42.56,88.88,0,0.7,False,2020-03-19
2020-04-02,38,70,52.47,57.24,1,4.63,True,2020-04-05
2020-02-26,35,53,34.97,59.77,1,9.12,True,2020-02-29
2020-02-29,13,84,21.81,43.88,0,3.02,True,2020-03-07
2020-01-31,14,30,49.52,18.45,0,4.57,True,2020-02-07
2020-01-15,6,59,34.98,91.22,1,7.78,True,2020-01-22
2020-02-08,8,6,95.44,88.17,1,7.06,False,2020-02-14
2020-02-08,2,69,81.95,66.5,0,7.66,False,2020-02-15
2020-02-05,47,36,29.22,69.15,0,9.47,True,2020-02-06
2020-02-19,39,94,87.13,39.84,0,9.82,False,2020-02-20
2020-03-28,5,22,90.72,20.78,1,8.65,False,2020-04-04
2020-01-24,1,56,51.7,98.13,1,2.22,False,2020-01-29
2020-03-17,22,13,42.37,38.18,1,7.85,True,2020-03-18
2020-04-04,5,27,39.09,38.06,1,3.95,True,2020-04-05
2020-02-13,13,58,10.88,49.07,1,7.81,True,2020-02-14
2020-03-26,50,50,59.34,34.6,0,1.99,False,2020-04-02
2020-03-16,39,51,82.04,90.13,0,4.97,False,2020-03-23
2020-03-02,7,43,11.03,64.45,1,5.64,True,2020-03-07
2020-04-07,12,15,86.77,81.78,0,4.7,False,2020-04-08
2020-01-29,50,39,73.38,61.6,0,9.22,False,2020-02-04
2020-02-11,14,57,37.06,12.84,1,7.1,True,2020-02-15
2020-02-22,24,86,84.67,34.4,0,8.63,True,2020-02-27
2020-02-24,14,15,32.23,5.47,1,8.61,True,2020-03-01
2020-02-09,42,69,55.49,37.26,1,6.98,False,2020-02-11
2020-03-26,28,50,7.43,71.0,0,1.05,False,2020-03-31
2020-02-10,31,30,92.68,84.52,1,4.24,False,2020-02-13
2020-03-25,12,62,73.14,76.73,1,1.74,False,2020-03-30
2020-02-10,1,9,28.57,65.11,1,0.8,False,2020-02-15
2020-03-21,50,51,13.54,93.83,1,2.88,True,2020-03-28
2020-04-08,25,44,86.93,69.76,1,8.95,False,2020-04-15
2020-02-14,32,4,80.27,93.27,1,2.42,False,2020-02-15
2020-01-10,21,84,26.75,5.08,1,1.55,True,2020-01-17
2020-01-10,47,60,58.83,95.2,1,9.54,False,2020-01-11
2020-01-31,45,83,9.49,43.57,1,9.5,True,2020-02-06
2020-02-20,18,76,47.79,36.18,1,5.91,True,2020-02-24
2020-04-05,13,62,9.54,89.01,0,0.49,True,2020-04-06
2020-04-01,27,19,82.54,99.31,0,3.47,False,2020-04-05
2020-01-09,37,56,58.87,96.44,1,8.05,False,2020-01-15
2020-02-01,22,14,91.8,86.56,1,8.49,False,2020-02-06
2020-04-03,14,45,23.46,88.28,1,0.04,False,2020-04-06
2020-03-08,38,87,71.68,58.45,0,3.65,True,2020-03-12
2020-03-31,47,7,92.09,98.55,0,2.37,False,2020-04-07
2020-01-08,41,47,70.67,3.75,0,7.83,True,2020-01-13
2020-02-23,48,44,58.67,63.61,1,0.47,True,2020-02-28
2020-01-30,41,25,91.41,82.88,0,1.11,False,2020-01-31
2020-03-25,17,35,38.37,64.79,1,7.58,True,2020-03-30
2020-03-08,15,52,38.05,38.1,0,1.83,True,2020-03-10
2020-01-07,24,50,81.27,95.52,0,7.62,True,2020-01-12
2020-04-07,13,12,63.96,3.64,0,0.47,False,2020-04-08
2020-02-02,3,17,74.95,41.67,0,4.43,True,2020-02-06
2020-03-12,37,89,2.88,7.48,1,6.19,False,2020-03-16
2020-03-24,4,70,84.04,70.69,0,9.27,False,2020-03-25
2020-04-01,3,80,95.67,56.15,0,9.31,True,2020-04-04
2020-03-16,43,46,91.37,68.96,1,5.11,True,2020-03-19
2020-03-10,48,100,72.79,42.77,0,3.41,True,2020-03-13
2020-02-08,22,9,85.28,32.66,0,7.18,False,2020-02-11
2020-01-24,24,28,44.39,87.68,1,8.86,False,2020-01-31
2020-04-04,46,34,94.4,93.72,0,3.0,True,2020-04-11
2020-04-09,32,25,16.4,52.03,1,5.19,False,2020-04-11
2020-04-08,33,97,69.66,94.24,0,0.05,False,2020-04-11
2020-01-03,16,94,62.31,75.57,1,0.02,True,2020-01-05
2020-01-01,3,1,46.65,4.34,1,5.35,True,2020-01-06
2020-01-19,40,87,9.94,93.4,0,9.58,False,2020-01-20
2020-02-16,9,64,11.55,28.41,0,4.67,False,2020-02-22
2020-01-10,10,6,80.09,92.63,1,1.85,False,2020-01-11
2020-03-09,17,28,11.53,82.99,0,6.96,False,2020-03-12
2020-01-04,17,86,28.74,74.14,1,6.82,False,2020-01-06
2020-01-02,46,25,62.4,81.47,1,8.75,True,2020-01-05
2020-02-04,14,45,92.32,74.23,0,8.03,False,2020-02-07
2020-01-10,15,14,3.48,47.33,0,2.24,True,2020-01-11
2020-03-10,6,19,57.5,67.5,0,0.45,False,2020-03-12
2020-02-24,49,21,54.48,39.09,1,6.61,False,2020-02-27
2020-04-04,43,25,86.65,36.62,0,7.92,False,2020-04-08
2020-03-31,18,24,51.45,78.71,0,0.28,True,2020-04-03
2020-02-11,35,51,52.05,83.69,1,9.61,True,2020-02-17
2020-03-03,37,9,78.59,4.22,1,0.79,False,2020-03-06
2020-01-30,43,85,10.5,61.2,0,2.02,True,2020-02-03
2020-02-24,15,49,64.58,73.67,0,5.81,False,2020-02-26
2020-02-05,37,24,1.0,12.03,1,0.56,False,2020-02-06
2020-01-05,11,92,74.09,37.79,0,6.09,False,2020-01-10
2020-03-16,34,57,58.49,83.04,1,9.06,False,2020-03-22
2020-02-01,45,88,80.77,3.87,0,6.93,True,2020-02-08
2020-01-20,20,87,30.98,2.24,1,7.81,True,2020-01-23
2020-01-09,7,21,74.12,55.9,0,8.51,False,2020-01-11
2020-02-12,34,28,14.98,59.63,0,5.86,True,2020-02-16
2020-04-01,10,3,67.42,5.06,0,3.09,True,2020-04-08
2020-03-20,26,67,71.83,51.74,0,8.14,True,2020-03-22
2020-02-01,39,39,94.91,82.23,0,9.68,False,2020-02-08
2020-03-29,17,92,93.74,85.5,1,9.82,True,2020-04-02
2020-02-02,11,25,76.89,47.33,1,0.37,False,2020-02-05
2020-01-06,28,62,36.08,57.76,1,2.19,True,2020-01-11
2020-01-06,42,73,10.43,53.31,0,1.64,True,2020-01-08
2020-03-11,5,10,23.26,41.08,1,9.86,False,2020-03-12
2020-01-28,43,12,73.37,24.77,1,3.01,False,2020-02-04
2020-01-08,21,50,84.31,56.0,0,0.33,True,2020-01-13
2020-03-28,20,80,26.48,74.47,0,8.72,False,2020-03-29
2020-02-21,46,94,94.91,54.1,0,4.91,True,2020-02-23
2020-02-27,27,49,99.91,74.06,0,2.49,True,2020-03-01
2020-03-09,6,19,73.8,0.69,0,8.72,False,2020-03-15
2020-03-11,37,14,50.84,30.39,0,8.49,True,2020-03-12
2020-01-16,23,16,51.27,82.31,0,1.22,True,2020-01-23
2020-02-21,38,88,25.13,53.56,0,1.98,True,2020-02-26
2020-02-08,45,84,20.07,69.39,0,0.79,True,2020-02-12
2020-03-20,29,58,82.18,39.85,1,1.9,True,2020-03-25
2020-02-06,50,69,79.02,23.39,0,0.56,False,2020-02-10
2020-01-01,41,53,36.61,37.56,0,6.4,False,2020-01-08
2020-02-08,8,73,65.98,46.65,1,2.32,True,2020-02-09
2020-01-10,44,15,81.12,10.37,1,9.3,True,2020-01-16
2020-03-27,7,18,42.06,42.39,1,6.09,True,2020-04-02
2020-03-23,35,23,2.42,24.41,1,9.73,True,2020-03-26
2020-03-16,25,81,5.48,74.19,0,7.36,False,2020-03-21
2020-02-26,38,48,3.88,2.67,0,2.15,False,2020-02-29
2020-01-02,20,19,97.01,9.0,1,2.01,True,2020-01-09
2020-03-18,21,96,34.58,93.94,0,6.32,True,2020-03-25
2020-02-23,18,74,38.7,16.81,0,7.47,True,2020-02-29
2020-04-06,35,70,33.42,83.94,1,6.38,False,2020-04-10
2020-02-07,50,50,61.39,94.3,1,8.8,False,2020-02-14
2020-02-18,42,60,61.38,9.96,1,1.74,True,2020-02-25
2020-03-13,6,81,13.98,66.32,1,3.75,False,2020-03-19
2020-01-20,24,59,53.81,85.46,0,7.16,True,2020-01-26
2020-03-21,40,39,54.92,89.36,1,5.74,True,2020-03-27
2020-02-16,44,3,76.1,38.6,1,6.19,False,2020-02-21
2020-02-17,40,10,5.0,82.16,1,3.64,True,2020-02-22
2020-02-10,29,2,51.45,39.0,0,3.11,False,2020-02-14
2020-03-23,22,82,47.49,66.18,1,4.77,False,2020-03-26
2020-01-01,1,45,78.72,84.18,1,9.64,False,2020-01-07
2020-01-21,34,2,70.79,14.16,1,4.79,False,2020-01-22
2020-01-04,15,70,65.71,40.59,0,9.04,True,2020-01-06
2020-03-26,13,36,53.67,16.75,1,9.36,False,2020-03-27
2020-02-14,5,50,96.02,60.47,0,3.46,False,2020-02-19
2020-01-29,6,82,99.6,63.02,1,0.98,False,2020-01-31
2020-02-12,9,55,9.57,31.66,1,5.23,False,2020-02-18
2020-03-13,44,59,35.69,73.36,1,7.03,False,2020-03-18
2020-02-21,46,98,91.18,27.73,1,9.6,True,2020-02-27
2020-03-11,16,99,96.76,94.37,1,0.71,False,2020-03-18
2020-01-11,4,12,79.79,73.58,0,1.76,True,2020-01-17
2020-02-11,44,76,22.63,69.27,1,1.84,False,2020-02-17
2020-02-21,16,10,41.26,58.67,0,6.39,True,2020-02-25
2020-02-18,29,60,22.64,75.35,1,6.7,True,2020-02-25
2020-03-29,43,42,15.92,97.41,0,9.15,True,2020-04-02
2020-01-31,21,11,8.77,59.76,0,9.0,False,2020-02-07
2020-01-27,8,75,7.02,34.11,0,5.4,False,2020-02-02
2020-02-05,50,97,97.58,39.87,1,0.01,True,2020-02-09
2020-03-06,10,29,27.37,88.86,0,5.88,False,2020-03-13
2020-04-02,4,88,49.53,56.22,1,8.24,True,2020-04-08
2020-02-01,1,1,44.87,9.78,0,0.58,False,2020-02-07
2020-01-10,26,7,84.86,6.46,1,6.14,True,2020-01-15
2020-02-19,32,79,19.0,79.86,1,6.9,True,2020-02-24
2020-02-12,31,92,69.12,72.32,1,7.22,True,2020-02-18
2020-02-08,18,94,94.29,1.07,0,6.93,False,2020-02-14
2020-01-13,43,63,30.45,42.01,1,8.2,True,2020-01-17
2020-02-01,43,71,98.24,0.58,1,7.35,False,2020-02-05
2020-01-15,18,59,74.85,11.34,0,5.49,True,2020-01-17
2020-01-26,1,80,37.87,69.89,1,6.9,False,2020-01-31
2020-01-22,12,66,71.19,53.97,0,6.36,True,2020-01-23
2020-04-02,28,2,50.96,96.22,0,5.35,False,2020-04-08
2020-03-21,34,87,86.7,33.75,0,6.56,True,2020-03-25
2020-03-25,34,45,39.3,31.44,1,6.84,False,2020-03-31
2020-02-10,30,75,27.88,37.36,0,1.01,True,2020-02-14
2020-01-09,1,1,51.51,36.42,1,8.38,False,2020-01-10
2020-01-30,44,51,76.16,11.2,1,9.96,False,2020-01-31
2020-03-05,22,35,38.76,77.27,0,2.43,False,2020-03-11
2020-03-11,43,41,75.55,84.15,0,6.17,True,2020-03-15
2020-01-25,25,40,89.95,63.07,1,9.84,False,2020-01-29
2020-01-11,22,86,52.95,67.59,0,0.67,False,2020-01-13
2020-01-15,21,2,54.48,15.08,1,9.23,True,2020-01-17
2020-02-01,46,60,22.15,76.5,0,1.31,False,2020-02-03
2020-02-07,35,92,69.7,53.99,1,7.68,False,2020-02-10
2020-01-02,28,15,96.79,11.62,0,6.56,False,2020-01-08
2020-01-28,16,10,64.5,25.81,0,5.33,False,2020-02-02
2020-02-18,49,29,9.02,18.98,1,4.04,True,2020-02-23
2020-03-05,21,55,6.59,33.9,0,1.5,False,2020-03-11
2020-02-16,30,85,72.82,3.88,0,6.39,True,2020-02-20
2020-03-07,36,80,77.93,47.32,0,7.08,True,2020-03-10
2020-01-31,11,4,67.17,9.27,1,8.47,True,2020-02-05
2020-02-19,35,32,18.19,0.41,0,7.07,False,2020-02-20
2020-04-06,48,68,51.66,89.01,1,1.68,True,2020-04-10
2020-02-26,47,32,13.93,21.39,0,1.3,False,2020-03-01
2020-02-11,37,36,95.87,16.39,1,0.15,True,2020-02-12
2020-03-11,31,79,8.77,19.38,0,2.84,False,2020-03-12
2020-03-21,22,87,6.73,69.66,0,9.19,False,2020-03-23
2020-03-11,20,19,31.12,1.69,1,5.92,False,2020-03-14
2020-01-11,41,71,78.28,16.62,1,2.18,False,2020-01-12
2020-02-16,45,26,1.47,34.11,1,6.93,True,2020-02-22
2020-01-15,20,50,30.03,32.48,1,3.69,False,2020-01-16
2020-02-25,25,35,60.52,64.59,1,6.51,False,2020-03-02
2020-02-12,32,95,79.65,1.06,1,0.41,False,2020-02-18
2020-04-04,43,71,31.77,40.27,1,3.3,True,2020-04-09
2020-02-19,13,28,86.57,92.22,1,1.88,True,2020-02-26
2020-04-02,32,39,16.16,80.14,1,7.67,True,2020-04-06
2020-04-05,40,2,83.92,81.29,0,5.78,False,2020-04-12
2020-01-02,13,27,27.73,28.87,0,4.65,True,2020-01-04
2020-02-12,10,77,30.15,78.92,0,6.6,True,2020-02-14
2020-03-28,48,76,82.31,39.95,1,4.21,True,2020-03-31
2020-03-31,14,98,37.86,11.85,1,1.84,False,2020-04-02
2020-02-18,33,39,42.45,97.3,1,8.8,True,2020-02-23
2020-01-08,18,34,80.8,13.96,1,3.4,True,2020-01-13
2020-04-08,13,1,40.8,95.66,0,3.83,False,2020-04-14
2020-03-08,36,93,98.09,11.21,0,4.33,True,2020-03-14
2020-03-29,16,67,48.94,89.15,0,7.23,True,2020-04-02
2020-03-08,28,31,3.1,98.4,0,0.4,False,2020-03-13
2020-01-27,25,24,65.82,1.2,1,3.52,False,2020-01-29
2020-02-05,8,74,31.79,57.67,0,5.22,True,2020-02-08
2020-01-03,46,25,80.76,61.72,1,5.74,True,2020-01-10
2020-04-02,38,88,7.5,66.98,1,4.31,False,2020-04-03
2020-03-27,36,57,32.33,35.37,1,3.39,True,2020-03-31
2020-03-12,20,87,74.03,98.21,1,1.83,True,2020-03-13
2020-02-17,47,29,98.58,75.14,0,2.91,False,2020-02-18
2020-03-03,30,28,60.11,75.5,0,3.55,False,2020-03-05
2020-03-01,46,28,30.53,72.92,0,9.85,False,2020-03-06
2020-01-29,4,71,61.44,37.26,0,1.9,True,2020-02-03
2020-01-21,15,78,13.65,3.39,0,2.63,True,2020-01-22
2020-03-13,29,11,68.98,11.45,1,3.81,False,2020-03-20
2020-04-09,46,17,81.8,27.73,1,9.43,True,2020-04-10
2020-03-31,31,61,55.45,74.3,1,8.69,True,2020-04-07
2020-02-24,32,36,26.35,97.99,0,1.92,False,2020-03-01
2020-03-25,19,35,29.65,59.1,1,0.45,True,2020-04-01
2020-02-08,28,33,80.75,52.25,0,3.61,False,2020-02-15
2020-03-30,19,10,96.28,5.3,0,6.01,True,2020-04-02
2020-02-07,11,25,14.05,19.02,1,7.9,True,2020-02-14
2020-02-08,19,19,22.55,75.2,1,5.91,True,2020-02-09
2020-01-23,46,69,20.9,57.76,1,0.44,True,2020-01-28
2020-03-08,29,20,13.77,87.66,0,3.74,True,2020-03-14
2020-03-04,40,65,30.11,53.39,1,8.8,True,2020-03-05
2020-02-02,12,24,89.13,46.88,1,2.81,False,2020-02-06
2020-02-15,42,8,82.94,92.92,0,9.25,True,2020-02-19
2020-01-08,5,71,27.36,7.51,0,7.29,True,2020-01-10
2020-02-01,50,39,18.39,86.86,0,4.91,True,2020-02-03
2020-04-07,41,98,78.95,20.87,0,5.66,True,2020-04-11
2020-03-20,20,51,27.46,77.21,0,4.78,True,2020-03-25
2020-01-16,47,15,96.87,75.02,0,7.95,False,2020-01-21
2020-01-12,5,86,30.8,53.87,0,6.66,False,2020-01-17
2020-02-22,39,48,64.07,14.23,1,6.03,True,2020-02-23
2020-03-11,25,46,58.51,12.37,0,2.47,True,2020-03-12
2020-03-23,4,58,63.22,76.6,0,3.22,True,2020-03-29
2020-02-22,27,63,49.29,67.54,1,3.52,True,2020-02-23
2020-01-01,37,55,92.27,2.19,0,6.61,False,2020-01-05
2020-03-08,31,37,24.64,35.76,0,6.98,True,2020-03-10
2020-01-05,39,83,12.93,66.68,1,0.64,True,2020-01-07
2020-02-27,23,36,50.53,99.54,1,3.08,True,2020-02-28
2020-01-25,3,10,48.73,36.17,1,1.6,True,2020-01-27
2020-01-17,43,95,75.07,48.87,1,8.36,False,2020-01-24
2020-03-14,33,56,14.89,78.03,0,4.49,False,2020-03-15
2020-04-09,19,42,27.22,95.5,0,7.22,False,2020-04-13
2020-02-18,18,79,25.93,16.0,0,5.83,True,2020-02-22
2020-01-14,8,59,36.44,82.49,1,6.67,False,2020-01-21
2020-01-02,18,80,90.41,60.59,0,2.4,False,2020-01-08
2020-02-01,39,34,44.95,98.56,1,2.55,True,2020-02-07
2020-02-09,38,30,14.66,62.54,1,5.22,True,2020-02-15
2020-03-27,6,79,53.9,66.76,0,2.89,True,2020-04-02
2020-02-04,11,7,50.53,93.69,1,9.51,True,2020-02-07
2020-03-19,28,96,77.52,96.91,0,3.4,False,2020-03-22
2020-01-25,38,34,10.88,96.36,1,1.19,True,2020-01-31
2020-01-31,40,40,5.45,12.91,0,8.92,True,2020-02-07
2020-02-08,43,65,91.41,98.25,0,9.4,False,2020-02-11
2020-03-28,3,70,44.66,19.52,0,1.25,True,2020-04-01
2020-04-04,32,36,39.15,13.01,1,7.48,True,2020-04-06
2020-02-12,22,96,23.87,64.17,1,4.87,True,2020-02-18
2020-03-09,48,31,46.17,55.62,0,4.48,False,2020-03-10
2020-03-26,47,86,2.86,43.06,0,0.48,False,2020-03-27
2020-02-03,40,39,29.3,34.9,0,8.3,True,2020-02-04
2020-02-24,28,24,51.79,29.86,1,7.39,False,2020-02-25
2020-01-26,34,71,41.53,72.22,1,5.62,True,2020-02-02
2020-02-26,19,29,31.07,83.75,1,4.62,False,2020-02-27
2020-03-12,17,30,97.57,27.82,1,6.95,True,2020-03-13
2020-03-06,30,76,67.84,39.39,0,7.4,False,2020-03-13
2020-03-18,22,65,75.33,9.59,1,8.95,False,2020-03-19
2020-02-14,46,82,58.84,89.74,0,9.07,True,2020-02-17
2020-02-09,13,6,86.47,74.2,0,2.83,True,2020-02-14
2020-04-03,5,45,67.58,77.73,0,1.48,False,2020-04-09
2020-02-29,42,47,16.46,50.27,0,1.67,True,2020-03-05
2020-01-04,12,99,39.4,42.55,1,3.12,False,2020-01-09
2020-01-20,26,69,60.83,43.6,0,1.07,True,2020-01-22
2020-03-24,31,1,49.67,82.05,1,8.43,True,2020-03-26
2020-02-11,21,74,19.48,8.01,0,9.48,True,2020-02-14
2020-02-18,27,97,80.07,50.6,1,4.28,True,2020-02-23
2020-02-18,40,50,63.61,25.29,0,1.24,False,2020-02-20
2020-03-10,6,10,35.39,76.0,1,9.14,True,2020-03-12
2020-03-10,34,45,39.21,18.27,1,2.99,False,2020-03-12
2020-01-18,22,44,42.87,17.85,0,3.27,True,2020-01-20
2020-01-15,27,4,99.91,62.49,0,6.92,False,2020-01-18
2020-01-25,30,51,91.72,26.28,1,5.75,True,2020-01-28
2020-01-09,7,59,35.76,75.18,1,1.02,True,2020-01-14
2020-02-21,13,78,49.14,0.99,1,1.81,False,2020-02-26
2020-04-04,28,48,36.62,22.74,1,3.87,False,2020-04-09
2020-01-29,47,34,7.02,81.58,0,9.44,True,2020-02-01
2020-02-16,45,41,40.46,93.46,1,0.36,False,2020-02-23
2020-03-29,23,67,77.46,23.98,1,7.87,True,2020-04-05
2020-02-17,36,42,54.58,28.07,1,3.88,False,2020-02-18
2020-01-01,10,35,56.82,90.57,0,3.39,True,2020-01-08
2020-01-09,27,10,37.08,67.2,1,7.19,False,2020-01-12
2020-01-20,50,53,19.11,43.95,0,7.63,False,2020-01-21
2020-04-09,43,10,65.48,80.11,0,2.84,True,2020-04-14
2020-01-13,36,94,27.47,31.06,0,1.93,False,2020-01-17
2020-01-17,31,90,26.07,71.64,1,8.48,True,2020-01-20
2020-01-29,48,87,75.94,52.82,1,8.65,True,2020-01-30
2020-03-15,6,20,96.25,73.4,0,7.7,False,2020-03-16
2020-01-07,12,68,9.46,37.39,0,2.68,True,2020-01-13
2020-04-02,43,61,25.29,79.37,0,8.24,True,2020-04-03
2020-02-20,22,66,12.4,60.59,1,2.39,True,2020-02-26
2020-01-04,9,84,3.75,37.76,0,6.37,True,2020-01-11
2020-02-03,14,80,87.17,85.15,0,3.46,False,2020-02-04
2020-03-01,7,40,85.55,88.15,1,2.74,True,2020-03-08
2020-03-20,47,23,37.33,42.87,0,5.46,True,2020-03-24
2020-03-03,26,9,19.9,71.75,0,1.11,True,2020-03-06
2020-02-10,2,22,85.01,85.96,0,0.64,True,2020-02-14
2020-02-19,36,64,69.68,39.93,0,9.35,True,2020-02-23
2020-01-11,13,38,81.8,73.99,0,3.87,True,2020-01-18
2020-03-18,27,57,66.96,87.95,0,6.62,False,2020-03-22
2020-03-28,29,25,66.4,11.86,0,6.42,True,2020-04-01
2020-02-08,14,70,79.73,14.09,0,3.68,False,2020-02-15
2020-01-09,47,97,85.11,30.57,1,2.55,True,2020-01-16
2020-02-10,9,14,74.99,16.75,1,6.87,True,2020-02-12
2020-02-07,2,60,53.19,83.72,1,6.7,True,2020-02-12
2020-02-28,40,56,4.57,94.31,0,6.94,True,2020-03-02
2020-03-09,13,21,5.11,89.33,0,1.65,True,2020-03-15
2020-01-13,13,32,20.32,11.06,1,0.9,True,2020-01-19
2020-01-23,11,50,96.45,21.28,1,8.7,False,2020-01-25
2020-02-09,16,18,60.5,48.08,1,8.41,False,2020-02-14
2020-01-09,44,47,74.72,39.5,0,6.59,True,2020-01-10
2020-04-01,27,90,58.08,9.84,0,1.43,True,2020-04-08
2020-03-08,2,42,54.2,36.23,0,2.51,True,2020-03-09
2020-02-09,14,90,18.12,40.99,0,1.05,False,2020-02-10
2020-03-14,40,20,60.53,20.12,0,6.28,True,2020-03-18
2020-01-04,42,51,22.77,66.79,1,5.89,True,2020-01-07
2020-03-01,47,5,84.29,39.93,1,8.03,True,2020-03-06
2020-01-10,25,54,84.73,86.16,0,7.27,False,2020-01-12
2020-04-03,10,94,82.08,99.72,0,0.33,True,2020-04-10
2020-03-20,46,38,66.24,94.84,1,0.67,False,2020-03-26
2020-02-02,33,34,6.37,26.6,1,0.91,True,2020-02-09
2020-02-04,44,74,9.33,25.8,1,0.12,True,2020-02-06
2020-01-17,45,27,51.76,2.4,1,9.06,True,2020-01-24
2020-02-27,10,3,95.61,29.68,0,0.21,True,2020-02-28
2020-02-18,49,39,27.8,46.42,1,0.52,False,2020-02-19
2020-01-09,30,38,61.65,57.13,1,3.2,True,2020-01-16
2020-03-30,46,91,75.44,35.92,0,5.43,True,2020-04-03
2020-03-13,48,70,1.0,53.57,1,8.76,False,2020-03-17
2020-02-29,32,58,91.72,2.88,1,3.8,True,2020-03-07
2020-04-03,2,62,81.4,87.97,0,1.16,True,2020-04-07
2020-01-04,5,17,83.6,86.03,0,6.26,False,2020-01-05
2020-03-02,5,32,10.93,45.19,0,9.21,False,2020-03-05
2020-02-28,45,97,93.85,7.09,0,1.83,True,2020-03-04
2020-01-11,21,80,41.18,72.79,0,7.9,False,2020-01-17
2020-04-02,8,57,71.25,28.65,1,5.72,False,2020-04-04
2020-01-18,10,62,90.07,64.61,0,8.9,True,2020-01-19
2020-03-25,1,96,12.54,55.32,1,6.22,True,2020-03-30
2020-04-05,44,91,35.36,38.33,1,2.71,False,2020-04-08
